Timestamp,CPU,Memory,Disk,Network
2025-09-19 01:52:59,5.3,84.3,91.4,1411.439977645874
2025-09-19 01:53:10,6.8,84.1,91.4,1411.4536933898926
2025-09-19 01:53:21,4.0,83.2,91.4,1411.4897556304932
